5.18	1.38	1.58	0.40	0.38	1.00	0.23
7.84	2.09	2.39	0.30	0.24	0.02	0.40
5.82	1.55	1.77	0.29	0.32	0.05	0.53
4.76	1.27	1.45	0.66	0.54	1.00	0.01
4.21	1.12	1.28	0.36	0.44	0.19	0.34
3.28	0.88	1.00	0.50	0.63	0.67	0.58
2.21	0.59	0.67	0.62	0.73	0.33	0.10
0.36	0.10	0.11	0.92	0.99	0.33	0.56
2.85	0.76	0.87	0.78	0.70	0.39	0.85
5.33	1.42	1.63	0.75	0.57	0.48	0.26
7.85	2.09	2.39	0.14	0.16	0.75	0.53
0.50	0.13	0.15	0.90	0.97	0.18	0.82
3.88	1.03	1.18	0.67	0.56	0.02	0.10
6.00	1.60	1.83	0.26	0.30	0.26	0.59
0.20	0.05	0.06	0.93	0.99	0.26	1.00
6.98	1.86	2.13	0.16	0.21	1.00	1.00
8.08	2.15	2.46	0.14	0.16	0.28	0.01
7.74	2.06	2.36	0.26	0.22	0.01	0.26
5.50	1.47	1.68	0.37	0.35	0.24	0.82
5.10	1.36	1.56	0.31	0.36	0.15	0.45
4.75	1.27	1.45	0.46	0.43	0.39	0.13
3.92	1.05	1.20	0.36	0.48	0.20	0.67
3.29	0.88	1.00	0.42	0.55	0.19	0.46
5.10	1.36	1.56	0.28	0.34	0.03	0.39
2.04	0.54	0.62	0.59	0.70	0.19	0.81
4.26	1.14	1.30	0.34	0.41	0.51	1.00
6.90	1.84	2.10	0.37	0.31	0.09	0.13
9.04	2.41	2.76	0.08	0.10	0.34	0.60
3.57	0.95	1.09	0.49	0.52	0.12	0.67
0.42	0.11	0.13	0.91	0.97	0.01	0.58
9.41	2.51	2.87	0.08	0.09	0.19	0.81
15.34	4.09	4.68	0.00	0.00	0.25	0.24
4.93	1.31	1.50	0.31	0.39	0.26	0.34
11.24	3.00	3.43	0.02	0.02	0.14	0.67
5.58	1.49	1.70	0.23	0.31	0.23	0.78
8.12	2.16	2.47	0.18	0.17	0.14	0.20
5.64	1.50	1.72	0.37	0.35	0.26	0.32
5.49	1.47	1.68	0.34	0.35	0.00	0.78
3.92	1.04	1.19	0.38	0.50	0.51	0.78
1.23	0.33	0.38	0.81	0.88	0.05	0.58
1.21	0.32	0.37	0.80	0.87	0.34	0.76
2.89	0.77	0.88	0.60	0.58	1.00	0.56
1.92	0.51	0.59	0.64	0.75	0.06	0.19
7.51	2.00	2.29	0.14	0.18	0.59	0.39
8.33	2.22	2.54	0.21	0.18	0.76	0.60
