5.69	1.52	1.74	0.44	0.38	0.53	0.62
4.59	1.22	1.40	0.43	0.42	0.36	0.51
6.87	1.83	2.09	0.17	0.22	0.66	0.72
5.12	1.36	1.56	0.26	0.34	0.45	0.56
4.46	1.19	1.36	0.76	0.62	0.34	0.49
3.68	0.98	1.12	0.34	0.44	0.27	0.43
3.60	0.96	1.10	0.35	0.44	0.26	0.42
6.21	1.66	1.89	0.79	0.59	0.60	0.67
4.02	1.07	1.23	0.32	0.42	0.30	0.46
4.10	1.09	1.25	0.32	0.41	0.31	0.47
5.56	1.48	1.69	0.78	0.59	0.51	0.61
4.02	1.07	1.23	0.32	0.42	0.29	0.45
4.36	1.16	1.33	0.95	0.75	0.34	0.49
4.03	1.08	1.23	0.40	0.44	0.30	0.46
14.15	3.77	4.31	0.00	0.00	1.00	1.00
4.13	1.10	1.26	0.84	0.65	0.32	0.47
4.02	1.07	1.23	0.37	0.43	0.30	0.45
7.84	2.09	2.39	0.12	0.16	0.75	0.79
3.78	1.01	1.15	0.34	0.43	0.28	0.44
4.38	1.17	1.34	0.39	0.42	0.34	0.49
11.33	3.02	3.45	0.01	0.02	0.98	0.98
14.66	3.91	4.47	0.00	0.00	1.00	1.00
4.30	1.15	1.31	0.63	0.52	0.33	0.48
4.92	1.31	1.50	0.69	0.54	0.41	0.54
8.80	2.35	2.68	0.08	0.11	0.82	0.85
2.19	0.58	0.67	0.53	0.66	0.15	0.28
5.74	1.53	1.75	0.22	0.30	0.52	0.62
3.60	0.96	1.10	0.36	0.46	0.26	0.42
3.66	0.98	1.12	0.34	0.44	0.27	0.43
3.88	1.03	1.18	0.34	0.44	0.29	0.45
9.55	2.55	2.91	0.06	0.08	0.88	0.89
11.11	2.96	3.39	0.02	0.02	0.97	0.97
2.71	0.72	0.83	0.54	0.68	0.18	0.32
11.19	2.98	3.41	0.02	0.02	0.97	0.97
15.93	4.25	4.86	0.00	0.00	1.00	1.00
5.53	1.47	1.68	0.35	0.35	0.49	0.59
1.48	0.39	0.45	0.69	0.78	0.10	0.20
2.03	0.54	0.62	0.58	0.70	0.13	0.26
5.17	1.38	1.58	0.26	0.35	0.43	0.55
12.10	3.23	3.69	0.00	0.00	1.00	1.00
7.49	2.00	2.28	0.13	0.18	0.72	0.76
5.10	1.36	1.55	0.36	0.37	0.44	0.56
4.46	1.19	1.36	0.50	0.46	0.35	0.50
9.99	2.66	3.05	0.05	0.07	0.92	0.92
11.81	3.15	3.60	0.00	0.00	0.99	0.99
4.43	1.18	1.35	0.53	0.46	0.34	0.49
5.63	1.50	1.72	0.72	0.53	0.50	0.60
5.74	1.53	1.75	0.22	0.29	0.51	0.61
12.70	3.39	3.87	0.00	0.00	1.00	1.00
15.46	4.12	4.71	0.00	0.00	1.00	1.00
8.16	2.18	2.49	0.11	0.14	0.77	0.80
5.76	1.54	1.76	0.95	0.74	0.53	0.63
14.27	3.81	4.35	0.00	0.00	1.00	1.00
2.29	0.61	0.70	0.50	0.64	0.16	0.30
6.47	1.73	1.97	0.19	0.25	0.61	0.68
8.80	2.35	2.68	0.09	0.11	0.81	0.84
2.52	0.67	0.77	0.57	0.66	0.17	0.31
5.83	1.55	1.78	0.32	0.33	0.52	0.62
3.71	0.99	1.13	0.36	0.48	0.27	0.43
10.34	2.76	3.15	0.05	0.06	0.93	0.93
12.41	3.31	3.78	0.00	0.00	1.00	1.00
11.23	2.99	3.42	0.02	0.02	0.97	0.97
2.78	0.74	0.85	0.50	0.65	0.18	0.33
3.80	1.01	1.16	0.35	0.47	0.28	0.44
3.74	1.00	1.14	0.35	0.46	0.27	0.43
4.50	1.20	1.37	0.54	0.49	0.32	0.48
4.66	1.24	1.42	0.85	0.65	0.34	0.49
6.10	1.63	1.86	0.28	0.30	0.54	0.63
4.29	1.14	1.31	0.66	0.54	0.30	0.45
2.93	0.78	0.89	0.51	0.66	0.21	0.36
11.59	3.09	3.53	0.01	0.01	0.98	0.98
5.10	1.36	1.56	0.35	0.37	0.44	0.56
7.05	1.88	2.15	0.30	0.27	0.66	0.72
13.79	3.68	4.20	0.00	0.00	1.00	1.00
8.07	2.15	2.46	0.11	0.15	0.76	0.79
12.12	3.23	3.69	0.00	0.00	1.00	1.00
4.26	1.13	1.30	0.41	0.47	0.32	0.48
4.81	1.28	1.47	0.84	0.64	0.36	0.50
3.90	1.04	1.19	0.38	0.50	0.28	0.44
3.25	0.87	0.99	0.47	0.63	0.23	0.38
4.98	1.33	1.52	0.30	0.36	0.38	0.52
7.21	1.92	2.20	0.18	0.21	0.68	0.73
6.45	1.72	1.97	0.19	0.25	0.59	0.67
1.96	0.52	0.60	0.68	0.78	0.13	0.26
9.53	2.54	2.90	0.06	0.08	0.87	0.88
6.77	1.80	2.06	0.17	0.23	0.63	0.69
5.19	1.38	1.58	0.29	0.34	0.41	0.54
3.93	1.05	1.20	0.50	0.53	0.28	0.44
6.47	1.73	1.97	0.19	0.26	0.59	0.67
14.03	3.74	4.28	0.00	0.00	1.00	1.00
7.06	1.88	2.15	0.15	0.20	0.66	0.72
2.30	0.61	0.70	0.57	0.69	0.16	0.29
5.89	1.57	1.80	0.21	0.28	0.51	0.61
3.34	0.89	1.02	0.45	0.61	0.23	0.39
6.79	1.81	2.07	0.17	0.23	0.63	0.70
6.46	1.72	1.97	0.19	0.25	0.59	0.67
5.76	1.54	1.76	0.32	0.34	0.53	0.62
3.10	0.83	0.94	0.48	0.64	0.21	0.37
6.30	1.68	1.92	0.20	0.27	0.56	0.65
3.63	0.97	1.11	0.43	0.55	0.25	0.41
3.82	1.02	1.16	0.67	0.57	0.25	0.41
4.66	1.24	1.42	0.68	0.55	0.37	0.51
2.87	0.77	0.88	0.52	0.67	0.20	0.35
7.41	1.98	2.26	0.25	0.23	0.69	0.74
4.05	1.08	1.23	0.32	0.42	0.27	0.43
5.78	1.54	1.76	0.26	0.30	0.50	0.60
10.03	2.67	3.06	0.05	0.06	0.91	0.92
2.88	0.77	0.88	0.54	0.68	0.20	0.35
4.54	1.21	1.38	0.29	0.37	0.32	0.48
3.99	1.06	1.22	0.52	0.53	0.29	0.45
4.44	1.19	1.35	0.93	0.72	0.34	0.49
3.84	1.02	1.17	0.52	0.53	0.27	0.43
7.66	2.04	2.33	0.13	0.17	0.72	0.76
3.81	1.02	1.16	0.72	0.63	0.27	0.43
4.77	1.27	1.46	0.94	0.72	0.39	0.52
3.98	1.06	1.21	0.33	0.42	0.27	0.43
4.42	1.18	1.35	0.52	0.47	0.32	0.48
4.19	1.12	1.28	0.43	0.48	0.30	0.46
3.53	0.94	1.08	0.41	0.48	0.24	0.40
7.37	1.97	2.25	0.14	0.19	0.69	0.74
5.00	1.33	1.52	0.63	0.51	0.41	0.54
4.40	1.17	1.34	0.62	0.51	0.32	0.48
4.68	1.25	1.43	0.30	0.37	0.35	0.50
4.67	1.24	1.42	0.82	0.64	0.37	0.51
5.66	1.51	1.73	0.68	0.50	0.49	0.60
5.09	1.36	1.55	0.25	0.33	0.42	0.55
9.55	2.55	2.91	0.11	0.10	0.88	0.89
4.96	1.32	1.51	0.26	0.35	0.39	0.53
7.78	2.07	2.37	0.14	0.17	0.74	0.78
4.72	1.26	1.44	0.27	0.36	0.36	0.50
7.14	1.90	2.18	0.15	0.20	0.66	0.72
4.98	1.33	1.52	0.28	0.36	0.40	0.53
6.37	1.70	1.94	0.19	0.26	0.58	0.66
5.30	1.41	1.61	0.25	0.33	0.45	0.56
4.66	1.24	1.42	0.45	0.43	0.36	0.50
5.39	1.44	1.64	0.24	0.31	0.46	0.58
7.17	1.91	2.19	0.41	0.31	0.68	0.73
5.87	1.57	1.79	0.22	0.29	0.53	0.63
8.60	2.29	2.62	0.30	0.22	0.79	0.82
15.91	4.24	4.85	0.00	0.00	1.00	1.00
10.01	2.67	3.05	0.05	0.07	0.91	0.92
9.08	2.42	2.77	0.53	0.32	0.83	0.86
5.89	1.57	1.79	0.28	0.31	0.53	0.62
8.02	2.14	2.45	0.11	0.14	0.76	0.79
6.13	1.64	1.87	0.77	0.57	0.57	0.65
9.29	2.48	2.83	0.52	0.31	0.85	0.87
8.84	2.36	2.69	0.08	0.11	0.81	0.84
9.46	2.52	2.89	0.07	0.09	0.87	0.89
6.63	1.77	2.02	0.18	0.24	0.64	0.70
6.98	1.86	2.13	0.16	0.21	0.68	0.73
9.17	2.44	2.79	0.67	0.42	0.85	0.87
9.14	2.44	2.79	0.08	0.10	0.85	0.87
9.18	2.45	2.80	0.58	0.35	0.85	0.87
8.35	2.23	2.55	0.10	0.14	0.79	0.82
9.46	2.52	2.88	0.07	0.09	0.88	0.89
7.70	2.05	2.35	0.27	0.24	0.75	0.79
8.33	2.22	2.54	0.16	0.16	0.79	0.82
11.44	3.05	3.49	0.01	0.02	0.98	0.98
5.58	1.49	1.70	0.30	0.33	0.49	0.60
8.75	2.33	2.67	0.11	0.12	0.82	0.85
9.07	2.42	2.77	0.09	0.11	0.85	0.87
8.45	2.25	2.57	0.10	0.13	0.80	0.83
8.70	2.32	2.65	0.10	0.12	0.82	0.85
12.42	3.31	3.79	0.00	0.00	1.00	1.00
9.60	2.56	2.93	0.37	0.23	0.90	0.90
9.55	2.55	2.91	0.58	0.34	0.89	0.90
